# hand_links.csv - the category vocabulary and the relation edges, authored.
#
# ⚠️ THE FOURTH HAND FILE, and the DURABLE source for library_categories and library_relations.
#    Everything else in the catalog is replayed from a hand file on every build, and an edge
#    stored only in recipes.db would be orphaned by the next fold with nothing to notice.
#
# ⚠️ THIS TABLE HOLDS ONLY FILTER CATEGORIES, terms that are NOT catalog rows. A kind_of parent
#    IS a catalog row and needs no entry here, so a kind_of edge points at a library_id and an
#    in_category edge points at a slug below. 'Is X a kind_of parent' is derived, not stored.
#
# ⚠️ FORMS INHERIT. garlic powder is made_from garlic, which is an allium, so it reaches the
#    category through its parent. A direct edge would be the almond-flour error one layer up.
#
# Spec: previews/category-vocabulary-final.md
#
# --- section: categories ---
category_id,name,parent_slug,note
Q4842073,Q545985,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q4842073,Q2596997,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q4857439,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q48940414,Q33862262,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q4899296,Q10861275,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q495857,Q11870297,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q4965959,Q10943,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5002846,Q1521075,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5017984,Q917761,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q504133,Q165199,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5057832,Q1521075,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5069848,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q507816,Q1572278,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q508441,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5089407,Q10943,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5089436,Q10943,kind_of,wikidata,high,"Stage 2 Pass 2, STRUCTURAL. A cheese-axis row has zero recipes, so the corpus filter excluded its parent. Loaded anyway to complete the kind_of chain."
Q5096296,Q1423543,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5099043,Q2596997,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5103658,Q945934,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5105498,Q766777,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q511687,Q60793528,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q511687,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5122903,Q81513,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5125439,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q512580,Q165199,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5139704,Q508630,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5139861,Q1549017,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5140965,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5151388,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q516584,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5167151,Q427457,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5184218,Q131748,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5184218,Q42527,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q51873806,Q10990,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5190222,Q56395871,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5190222,Q42527,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5204114,Q249114,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5204114,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q522171,Q5098942,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5227617,Q121599918,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5257988,Q1521067,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5339237,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5339237,Q1470762,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5347044,Q600396,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q536829,Q1521067,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q538656,Q1521067,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5431859,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5435749,Q10943,kind_of,wikidata,high,"Stage 2 Pass 2, STRUCTURAL. A cheese-axis row has zero recipes, so the corpus filter excluded its parent. Loaded anyway to complete the kind_of chain."
Q5444388,Q141105597,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5457091,Q198916,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5457091,Q116188654,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5458204,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q545985,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q545985,Q5444388,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5506327,Q122908649,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5506416,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q550774,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5563077,Q1572278,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q55636014,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q55642411,Q115618375,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q55706475,Q20136,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q55706475,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5571808,Q12337652,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q55740316,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q55740316,Q7445643,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5603528,Q1572278,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q56292893,Q7504001,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q56342268,Q6097,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q56395863,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q56395871,Q56395863,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q56612753,Q276276,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5669743,Q1269,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5674770,Q600396,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5688100,Q10752679,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q57271323,Q8492,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q57271711,Q1138468,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q57329008,Q121599918,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q57537492,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q57537492,Q2596997,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q57655865,Q42527,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q57655865,Q131748,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5780173,Q15223654,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q57828221,Q185217,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q578307,Q3320037,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q58173066,Q10990,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q584324,Q2165047,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q586770,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5869893,Q3314483,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5881191,Q3314483,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5893671,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5958447,Q654253,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q5985223,Q488463,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q599901,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q600396,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6006851,Q74662248,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q60429771,Q1365891,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q60429771,Q766777,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q60792639,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q60823694,Q863266,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q61046162,Q20134,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6117463,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6128321,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6138895,Q2596997,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q61503220,Q379813,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q61665121,Q12117,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q61671872,Q2574750,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q61672189,Q379813,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q61864890,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q61864890,Q6501235,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q618739,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q62030277,Q20932605,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q622563,Q185217,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q63346734,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6384329,Q185217,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6417962,Q753009,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q643419,Q123122627,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6446355,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q64760509,Q195,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6481050,Q1516873,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6501235,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q651462,Q195,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65197629,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q653192,Q2048003,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65408190,Q185217,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q654253,Q1521067,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65524294,Q16128920,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65524294,Q3314483,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65524341,Q1269,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65545224,Q89999446,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65547428,Q1392674,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65547428,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65547517,Q249114,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q655597,Q3314483,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q65561345,Q74662248,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6604812,Q600396,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6604812,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6648683,Q3314483,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67201120,Q5195232,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67206407,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67210631,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67210929,Q864693,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67210929,Q1470283,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67210929,Q10990,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67435386,Q2459072,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67440705,Q192874,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67441433,Q10990,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67445270,Q61505177,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67445315,Q61505177,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67445346,Q61505177,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67445428,Q61505177,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67445480,Q61505177,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67445556,Q195,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67585253,Q456471,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67585253,Q10210,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67756353,Q1423543,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67775907,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67775907,Q945934,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67892183,Q131748,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q679768,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67992448,Q426337,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q67997098,Q1807269,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68001662,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68002367,Q20134,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q680264,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68077952,Q3229775,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68187791,Q275068,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68187791,Q18087876,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68219463,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68221865,Q89999446,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68353770,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68365729,Q20136,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68365729,Q33669098,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6839576,Q20134,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68440694,Q600396,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68440694,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6844271,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68451322,Q20136,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68457511,Q600396,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68489318,Q600396,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68489318,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68493141,Q178024,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68494349,Q170037,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q68496456,Q103554747,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q685077,Q2596997,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q685077,Q1521067,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6855605,Q89999446,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6934259,Q1521067,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6941325,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q6941325,Q945934,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q69526099,Q131748,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q698632,Q10943,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q699382,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q699637,Q11644487,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q699637,Q2596997,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q700026,Q67187258,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q715160,Q41534,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q715187,Q2640574,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7157665,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q716004,Q1322949,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q716004,Q192874,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q718680,Q8492,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
